// 53 -  Automatic HP Recovery +%d%
// 54 -  Automatic Mana Recovery +%d%
// 55 -  Critical Damage +%d%
// 56 -  Excellent Damage +%d% 

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
7
	13		62		6		130		53		5		1800
	13		63		7		150		54		5		1800
end

//-----------------------------------------------------------
// 4차과금 사용 옵션 (수호아이템)

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
8
	13		64		51		40		1		10		0
	13		65		52		30		4		50		0
end

//-----------------------------------------------------------
// 4차과금 사용 옵션 (스크롤)

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
9
	14		97		55		20		0		0		1800
	14		98		56		20		0		0		1800
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
10

end


// 6차과금 사용 옵션 (수호의부적)

//#define 62  캐릭터사망시 아이템유지
// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
11
	13		81		8		0		62		0		1800
end


// 6차과금 사용 옵션 (아이템보호부적)

//#define 63  아이템의 내구도가 일정 기간만큼 감소하지 않는다
// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
12
	13		82		63		0		0		0		1800
end

// 해외전용 피씨방 인장 (강함의인장)

//#define 63  아이템의 내구도가 일정 기간만큼 감소하지 않는다
// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
13
	13		96		2		50		3		60		1800
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
15
	13		104		66		10		0		0		0
	13		105		67		10		0		0		0

end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
16
	14		73		3		60		0		0		0
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
17
	14		74		14		30		0		0		0
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
18		
	14		75		15		30		0		0		0
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
19
	14		76		4		200		0		0		0
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
20
	14		77		5		300		0		0		0
end


// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
21			
	13		95		60		20		61		1		3600
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
22
	13		128		56		10		0		0		-10
	13		129		55		10		0		0		-10
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
23
	13		130		4		50		0		0		-10
	13		132		4		500		70		100		-10
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
24
	13		134		7		20		0		0		-10
end
